Humidity,Gaming_Hours,Physical_Activity_Hours,Age,Screen_Time_Hours,Source,Step_count,Quality of Sleep,User_ID,Stress_Level,Occupation,Support_Systems_Access,Stress Level,Mental_Health_Status,Temperature,Gender,Sleep Duration,Work_Environment_Impact,Sleep_Hours,Physical Activity Level,Person ID,Technology_Usage_Hours,Online_Support_Usage,Social_Media_Usage_Hours,Unnamed: 8
,0.38,7.17,20,8.02,tech.csv,,,USER-04094,Low,,No,,Good,,Female,,Positive,6.05,,,8.54,No,0.78,
,4.7,1.6,40,1.03,tech.csv,,,USER-04095,Medium,,Yes,,Excellent,,Male,,Positive,7.8,,,8.56,No,1.52,
,2.72,3.9,31,2.94,tech.csv,,,USER-04096,Medium,,Yes,,Excellent,,Other,,Positive,5.05,,,3.04,Yes,2.24,
,2.36,7.15,37,9.01,tech.csv,,,USER-04097,High,,Yes,,Poor,,Female,,Negative,5.7,,,4.34,Yes,1.79,
,4.07,1.36,56,3.02,tech.csv,,,USER-04098,Low,,Yes,,Fair,,Other,,Neutral,5.56,,,8.72,No,0.71,
,3.34,0.3,55,14.1,tech.csv,,,USER-04099,Low,,No,,Fair,,Female,,Positive,6.97,,,10.68,Yes,0.24,
,0.89,1.32,30,11.0,tech.csv,,,USER-04100,Medium,,Yes,,Good,,Female,,Negative,8.54,,,6.17,No,2.95,
,4.71,9.94,52,4.17,tech.csv,,,USER-04101,Medium,,Yes,,Good,,Female,,Positive,4.66,,,8.22,Yes,1.3,
,3.23,0.91,26,5.2,tech.csv,,,USER-04102,Low,,Yes,,Good,,Other,,Positive,6.59,,,2.1,Yes,1.16,
,2.94,6.57,53,13.28,tech.csv,,,USER-04103,Low,,No,,Excellent,,Other,,Positive,8.69,,,10.32,Yes,2.84,
,4.88,5.44,44,4.36,tech.csv,,,USER-04104,High,,Yes,,Good,,Male,,Negative,9.0,,,9.66,No,3.85,
,4.21,1.14,51,4.06,tech.csv,,,USER-04105,High,,No,,Good,,Male,,Positive,8.83,,,2.69,No,5.28,
,2.61,1.15,36,1.93,tech.csv,,,USER-04106,High,,Yes,,Poor,,Other,,Negative,6.47,,,9.89,Yes,1.41,
,4.55,4.3,59,7.68,tech.csv,,,USER-04107,High,,No,,Poor,,Male,,Negative,7.4,,,10.43,Yes,5.02,
,1.06,2.8,27,8.97,tech.csv,,,USER-04108,Low,,No,,Poor,,Other,,Negative,6.82,,,5.89,Yes,7.78,
,3.77,0.44,37,2.32,tech.csv,,,USER-04109,High,,No,,Fair,,Female,,Positive,8.41,,,10.84,No,6.01,
,1.77,9.52,53,14.86,tech.csv,,,USER-04110,High,,No,,Excellent,,Other,,Neutral,5.03,,,2.55,Yes,5.92,
,2.6,1.95,34,11.69,tech.csv,,,USER-04111,Medium,,Yes,,Excellent,,Other,,Neutral,6.83,,,5.25,No,2.69,
,3.43,2.27,30,2.46,tech.csv,,,USER-04112,High,,Yes,,Poor,,Male,,Positive,4.93,,,4.7,No,2.54,
,2.33,9.96,25,9.36,tech.csv,,,USER-04113,Low,,No,,Fair,,Male,,Positive,4.6,,,1.03,No,0.09,
,4.47,5.27,27,6.94,tech.csv,,,USER-04114,High,,No,,Poor,,Male,,Positive,7.24,,,8.45,Yes,1.49,
,3.91,6.38,63,4.4,tech.csv,,,USER-04115,Medium,,Yes,,Poor,,Female,,Neutral,5.14,,,6.12,Yes,1.06,
,2.15,5.07,20,13.44,tech.csv,,,USER-04116,Medium,,No,,Excellent,,Female,,Negative,5.75,,,1.32,Yes,1.48,
,0.48,0.77,63,1.99,tech.csv,,,USER-04117,Low,,Yes,,Poor,,Male,,Neutral,7.2,,,11.63,No,2.79,
,2.15,8.84,29,4.25,tech.csv,,,USER-04118,Medium,,No,,Fair,,Other,,Neutral,6.94,,,2.06,No,3.62,
,0.43,5.75,47,4.96,tech.csv,,,USER-04119,Low,,No,,Good,,Male,,Neutral,5.69,,,9.73,No,6.96,
,3.57,9.75,42,11.76,tech.csv,,,USER-04120,Medium,,No,,Good,,Other,,Negative,6.19,,,4.16,No,3.27,
,3.64,5.34,20,10.9,tech.csv,,,USER-04121,Medium,,Yes,,Good,,Female,,Neutral,5.72,,,5.87,Yes,6.35,
,1.7,4.2,23,5.3,tech.csv,,,USER-04122,Low,,No,,Poor,,Other,,Positive,7.56,,,10.57,Yes,5.02,
,3.86,6.99,47,4.84,tech.csv,,,USER-04123,Low,,Yes,,Fair,,Other,,Negative,5.64,,,1.54,Yes,7.65,
,1.78,3.13,44,10.57,tech.csv,,,USER-04124,Low,,Yes,,Excellent,,Other,,Neutral,8.1,,,5.09,No,0.36,
,1.62,2.22,27,13.41,tech.csv,,,USER-04125,Medium,,No,,Fair,,Male,,Negative,8.31,,,1.97,No,4.06,
,0.22,9.72,50,12.93,tech.csv,,,USER-04126,High,,No,,Good,,Male,,Negative,7.68,,,8.1,No,2.85,
,0.7,8.43,29,13.16,tech.csv,,,USER-04127,High,,Yes,,Poor,,Other,,Neutral,7.88,,,8.72,No,2.72,
,3.56,6.16,44,8.59,tech.csv,,,USER-04128,Medium,,No,,Poor,,Male,,Neutral,6.18,,,7.79,Yes,1.09,
,0.61,1.26,56,9.6,tech.csv,,,USER-04129,Medium,,Yes,,Good,,Male,,Positive,4.84,,,1.5,Yes,0.0,
,4.3,3.38,47,13.72,tech.csv,,,USER-04130,High,,No,,Good,,Other,,Neutral,5.4,,,9.92,No,1.4,
,3.46,6.2,40,2.79,tech.csv,,,USER-04131,Low,,No,,Fair,,Female,,Positive,8.65,,,8.29,No,3.34,
,1.01,7.21,25,3.6,tech.csv,,,USER-04132,High,,Yes,,Good,,Female,,Negative,4.91,,,9.3,No,1.88,
,3.01,3.93,24,14.62,tech.csv,,,USER-04133,High,,No,,Poor,,Female,,Negative,4.86,,,3.98,Yes,0.59,
,2.43,6.31,60,1.12,tech.csv,,,USER-04134,Medium,,Yes,,Excellent,,Other,,Negative,4.38,,,7.77,No,2.83,
,1.24,6.16,25,13.8,tech.csv,,,USER-04135,Medium,,No,,Good,,Female,,Neutral,5.04,,,5.28,Yes,6.77,
,0.23,6.09,20,12.89,tech.csv,,,USER-04136,Low,,No,,Good,,Other,,Negative,8.9,,,11.71,Yes,5.71,
,4.09,1.28,35,13.42,tech.csv,,,USER-04137,High,,Yes,,Poor,,Other,,Negative,8.64,,,2.08,No,2.33,
,0.96,1.21,43,11.8,tech.csv,,,USER-04138,Low,,Yes,,Good,,Male,,Negative,8.87,,,8.51,No,3.38,
,2.09,0.25,64,5.81,tech.csv,,,USER-04139,Low,,No,,Poor,,Male,,Negative,8.13,,,2.38,No,5.32,
,4.54,8.95,44,5.51,tech.csv,,,USER-04140,Medium,,Yes,,Fair,,Male,,Positive,7.46,,,6.09,No,3.61,
,4.75,3.19,20,12.17,tech.csv,,,USER-04141,High,,No,,Fair,,Female,,Neutral,4.18,,,11.2,No,1.11,
,4.78,1.41,54,6.2,tech.csv,,,USER-04142,High,,No,,Excellent,,Male,,Neutral,5.13,,,8.77,Yes,0.05,
,3.96,9.28,62,4.02,tech.csv,,,USER-04143,Low,,No,,Excellent,,Other,,Neutral,4.73,,,7.5,Yes,0.75,
,0.1,7.39,35,8.36,tech.csv,,,USER-04144,Low,,Yes,,Good,,Female,,Negative,8.92,,,11.71,No,1.44,
,0.5,7.29,38,7.8,tech.csv,,,USER-04145,Low,,No,,Excellent,,Other,,Positive,7.19,,,9.49,No,6.79,
,4.75,0.39,20,3.46,tech.csv,,,USER-04146,Medium,,Yes,,Excellent,,Other,,Neutral,6.34,,,8.76,Yes,2.54,
,4.14,1.32,60,2.79,tech.csv,,,USER-04147,Low,,No,,Poor,,Female,,Positive,7.89,,,10.45,No,4.39,
,2.82,2.23,46,2.92,tech.csv,,,USER-04148,Medium,,No,,Poor,,Male,,Negative,6.46,,,3.48,Yes,4.22,
,4.12,7.96,40,7.55,tech.csv,,,USER-04149,Low,,Yes,,Poor,,Male,,Neutral,5.56,,,3.74,Yes,2.27,
,4.69,7.24,40,4.57,tech.csv,,,USER-04150,Medium,,Yes,,Excellent,,Male,,Negative,7.22,,,7.96,Yes,0.18,
,3.25,2.27,44,11.22,tech.csv,,,USER-04151,Low,,No,,Fair,,Female,,Negative,6.35,,,9.91,Yes,5.33,
,4.66,3.65,52,13.91,tech.csv,,,USER-04152,High,,No,,Poor,,Other,,Neutral,5.29,,,1.86,Yes,7.89,
,1.45,8.41,25,11.91,tech.csv,,,USER-04153,Medium,,Yes,,Good,,Female,,Negative,8.11,,,11.06,No,4.96,
,4.35,8.29,62,7.38,tech.csv,,,USER-04154,High,,Yes,,Good,,Other,,Positive,6.61,,,1.96,Yes,0.74,
,1.26,1.09,50,1.44,tech.csv,,,USER-04155,Medium,,No,,Fair,,Male,,Negative,6.27,,,3.87,No,6.44,
,1.43,6.63,44,11.7,tech.csv,,,USER-04156,High,,No,,Excellent,,Female,,Negative,6.68,,,10.51,No,2.52,
,3.28,9.26,62,5.11,tech.csv,,,USER-04157,Low,,No,,Poor,,Female,,Positive,5.99,,,10.97,No,3.34,
,4.01,0.35,43,6.5,tech.csv,,,USER-04158,Medium,,Yes,,Fair,,Other,,Positive,7.41,,,1.74,Yes,6.61,
,3.76,2.55,56,9.62,tech.csv,,,USER-04159,Medium,,No,,Excellent,,Other,,Negative,8.43,,,9.76,No,5.89,
,2.22,8.49,37,14.75,tech.csv,,,USER-04160,High,,No,,Excellent,,Female,,Positive,5.16,,,5.51,Yes,5.14,
,4.94,7.77,54,3.85,tech.csv,,,USER-04161,Low,,Yes,,Poor,,Other,,Neutral,8.11,,,5.86,Yes,3.26,
,1.68,4.93,24,11.12,tech.csv,,,USER-04162,Medium,,No,,Excellent,,Other,,Neutral,4.74,,,2.89,No,7.77,
,0.05,8.35,32,3.37,tech.csv,,,USER-04163,High,,No,,Poor,,Female,,Negative,7.98,,,2.44,No,6.24,
,1.84,5.02,63,1.75,tech.csv,,,USER-04164,High,,Yes,,Good,,Female,,Neutral,4.15,,,9.34,No,5.19,
,3.12,4.75,38,3.02,tech.csv,,,USER-04165,High,,No,,Fair,,Female,,Neutral,6.77,,,2.61,No,3.07,
,3.12,2.93,64,1.76,tech.csv,,,USER-04166,High,,Yes,,Poor,,Other,,Negative,4.63,,,6.03,Yes,3.66,
,1.68,4.16,43,5.45,tech.csv,,,USER-04167,Medium,,No,,Good,,Other,,Positive,4.58,,,2.74,Yes,7.44,
,4.36,9.13,19,2.48,tech.csv,,,USER-04168,Medium,,Yes,,Fair,,Male,,Negative,6.25,,,1.85,Yes,6.38,
,4.62,6.52,21,7.48,tech.csv,,,USER-04169,Medium,,Yes,,Excellent,,Male,,Negative,8.89,,,3.24,Yes,3.22,
,4.04,0.61,31,7.14,tech.csv,,,USER-04170,Low,,No,,Fair,,Male,,Neutral,6.67,,,6.01,No,7.87,
,3.32,0.01,26,11.98,tech.csv,,,USER-04171,High,,Yes,,Excellent,,Male,,Neutral,8.16,,,4.22,Yes,5.36,
,4.61,4.48,47,13.28,tech.csv,,,USER-04172,Low,,No,,Good,,Other,,Positive,5.18,,,8.44,No,1.1,
,0.14,4.3,50,3.13,tech.csv,,,USER-04173,Low,,No,,Fair,,Male,,Positive,5.72,,,5.86,No,2.42,
,3.69,5.88,39,5.15,tech.csv,,,USER-04174,Medium,,No,,Poor,,Female,,Positive,8.77,,,5.25,Yes,6.84,
,0.24,0.47,45,12.16,tech.csv,,,USER-04175,High,,No,,Excellent,,Other,,Positive,5.79,,,2.68,No,3.82,
,3.42,6.17,46,8.63,tech.csv,,,USER-04176,Low,,Yes,,Poor,,Male,,Negative,8.89,,,10.95,No,0.65,
,1.72,8.61,45,6.06,tech.csv,,,USER-04177,Medium,,Yes,,Excellent,,Male,,Negative,7.15,,,6.73,No,0.77,
,3.9,1.59,61,12.26,tech.csv,,,USER-04178,High,,Yes,,Fair,,Male,,Negative,7.3,,,9.36,Yes,6.66,
,2.09,8.63,61,1.36,tech.csv,,,USER-04179,Low,,No,,Good,,Male,,Positive,7.05,,,11.0,Yes,6.19,
,2.65,4.03,32,4.42,tech.csv,,,USER-04180,High,,Yes,,Poor,,Other,,Negative,7.97,,,6.37,Yes,1.08,
,3.44,5.6,44,8.68,tech.csv,,,USER-04181,High,,Yes,,Poor,,Male,,Neutral,8.63,,,3.38,No,7.56,
,3.29,3.74,61,8.65,tech.csv,,,USER-04182,Low,,Yes,,Poor,,Other,,Negative,6.16,,,3.71,Yes,6.85,
,4.73,8.68,21,1.56,tech.csv,,,USER-04183,High,,No,,Fair,,Other,,Neutral,4.19,,,11.92,Yes,7.97,
,3.74,5.58,43,10.25,tech.csv,,,USER-04184,Medium,,No,,Good,,Other,,Neutral,8.71,,,10.07,No,1.32,
,3.09,6.92,55,10.03,tech.csv,,,USER-04185,Low,,No,,Excellent,,Female,,Positive,7.19,,,4.3,No,1.07,
,3.46,7.03,32,3.09,tech.csv,,,USER-04186,High,,No,,Excellent,,Male,,Negative,5.5,,,2.69,Yes,5.08,
,1.49,0.74,23,4.61,tech.csv,,,USER-04187,Medium,,No,,Poor,,Male,,Positive,7.21,,,7.58,Yes,1.85,
,2.27,2.6,25,8.7,tech.csv,,,USER-04188,High,,No,,Fair,,Other,,Positive,7.11,,,2.54,No,3.38,
,4.55,1.77,33,5.78,tech.csv,,,USER-04189,Low,,No,,Good,,Other,,Neutral,7.4,,,11.73,No,0.01,
,2.61,0.79,52,11.67,tech.csv,,,USER-04190,High,,Yes,,Fair,,Other,,Neutral,5.56,,,3.72,Yes,3.31,
,3.69,8.81,56,11.19,tech.csv,,,USER-04191,Low,,No,,Excellent,,Female,,Negative,4.54,,,7.25,No,0.19,
,1.42,4.35,22,6.29,tech.csv,,,USER-04192,Medium,,Yes,,Excellent,,Other,,Positive,4.36,,,3.89,Yes,5.47,
,2.37,5.13,52,14.59,tech.csv,,,USER-04193,Medium,,Yes,,Excellent,,Other,,Positive,6.09,,,6.09,No,2.7,
,4.45,0.76,49,13.27,tech.csv,,,USER-04194,Medium,,Yes,,Fair,,Other,,Positive,4.3,,,2.66,No,4.64,
,2.07,3.27,38,8.27,tech.csv,,,USER-04195,Low,,No,,Good,,Other,,Negative,4.06,,,7.51,No,6.49,
,2.44,1.28,64,13.79,tech.csv,,,USER-04196,High,,Yes,,Good,,Female,,Negative,4.03,,,10.71,Yes,3.75,
,1.31,8.18,22,3.62,tech.csv,,,USER-04197,Low,,Yes,,Good,,Female,,Positive,7.34,,,9.38,No,2.63,
,4.48,0.71,30,13.88,tech.csv,,,USER-04198,Medium,,No,,Good,,Other,,Positive,7.08,,,8.38,Yes,1.27,
,4.38,5.58,63,11.28,tech.csv,,,USER-04199,Low,,Yes,,Good,,Male,,Neutral,6.91,,,6.55,No,5.29,
,1.35,2.95,38,6.53,tech.csv,,,USER-04200,Medium,,No,,Good,,Other,,Negative,8.66,,,3.71,Yes,4.06,
,3.95,3.24,63,14.95,tech.csv,,,USER-04201,Medium,,No,,Poor,,Other,,Positive,5.53,,,2.79,No,4.82,
,1.8,6.13,25,6.07,tech.csv,,,USER-04202,Medium,,Yes,,Excellent,,Other,,Neutral,7.72,,,7.38,No,6.4,
,4.05,9.08,42,3.53,tech.csv,,,USER-04203,Medium,,No,,Good,,Female,,Neutral,6.61,,,6.48,No,0.71,
,0.42,1.33,55,1.1,tech.csv,,,USER-04204,High,,No,,Good,,Other,,Positive,6.41,,,3.28,No,2.9,
,0.26,9.93,65,12.61,tech.csv,,,USER-04205,Medium,,No,,Fair,,Female,,Negative,5.58,,,3.0,No,0.2,
,4.72,8.47,42,9.7,tech.csv,,,USER-04206,Low,,No,,Poor,,Other,,Positive,4.2,,,2.67,Yes,7.3,
,2.31,4.47,54,7.85,tech.csv,,,USER-04207,Low,,Yes,,Poor,,Other,,Negative,4.4,,,9.57,No,7.72,
,4.03,1.63,19,13.95,tech.csv,,,USER-04208,High,,Yes,,Poor,,Male,,Positive,4.4,,,11.51,No,7.61,
,0.91,6.55,58,7.59,tech.csv,,,USER-04209,Low,,No,,Fair,,Female,,Negative,5.79,,,5.75,Yes,3.46,
,0.87,3.45,55,8.26,tech.csv,,,USER-04210,Low,,No,,Good,,Male,,Neutral,7.22,,,8.09,Yes,6.98,
,0.33,2.23,18,10.22,tech.csv,,,USER-04211,Medium,,Yes,,Fair,,Male,,Positive,4.86,,,9.29,Yes,7.24,
,3.03,4.59,53,2.36,tech.csv,,,USER-04212,Medium,,Yes,,Poor,,Female,,Positive,7.04,,,1.17,No,7.24,
,4.98,3.86,56,5.65,tech.csv,,,USER-04213,Medium,,Yes,,Fair,,Other,,Neutral,8.06,,,4.41,Yes,6.42,
,4.98,2.09,19,7.62,tech.csv,,,USER-04214,High,,Yes,,Excellent,,Other,,Neutral,8.68,,,10.88,Yes,2.57,
,2.13,9.81,41,10.18,tech.csv,,,USER-04215,Low,,Yes,,Poor,,Male,,Negative,7.44,,,8.28,No,5.76,
,2.47,9.74,20,8.32,tech.csv,,,USER-04216,Low,,Yes,,Good,,Other,,Negative,5.43,,,5.3,No,5.59,
,1.07,0.16,61,8.74,tech.csv,,,USER-04217,Low,,No,,Good,,Other,,Neutral,5.32,,,2.88,Yes,3.6,
,4.34,4.66,54,1.79,tech.csv,,,USER-04218,Low,,Yes,,Poor,,Female,,Neutral,5.46,,,5.01,No,0.04,
,1.89,7.34,44,13.55,tech.csv,,,USER-04219,High,,No,,Fair,,Female,,Positive,4.21,,,1.36,No,1.92,
,0.14,0.43,21,13.23,tech.csv,,,USER-04220,Low,,No,,Fair,,Other,,Positive,5.04,,,1.4,No,0.97,
,2.46,2.1,57,11.99,tech.csv,,,USER-04221,Low,,Yes,,Poor,,Other,,Neutral,7.49,,,11.83,No,2.93,
,3.31,9.53,18,4.15,tech.csv,,,USER-04222,Medium,,No,,Good,,Other,,Neutral,4.55,,,5.65,Yes,7.33,
,2.31,4.99,22,2.0,tech.csv,,,USER-04223,High,,Yes,,Good,,Female,,Negative,8.31,,,9.81,No,4.95,
,2.03,8.73,35,8.71,tech.csv,,,USER-04224,Medium,,Yes,,Excellent,,Other,,Negative,7.93,,,5.86,Yes,3.3,
,1.73,1.74,57,1.98,tech.csv,,,USER-04225,Low,,Yes,,Fair,,Male,,Neutral,4.96,,,5.95,No,3.1,
,0.3,8.07,20,10.0,tech.csv,,,USER-04226,Medium,,Yes,,Poor,,Male,,Negative,4.11,,,9.45,No,1.03,
,2.47,8.19,44,13.63,tech.csv,,,USER-04227,Medium,,No,,Excellent,,Other,,Positive,8.68,,,5.69,No,2.53,
,0.13,9.09,24,12.44,tech.csv,,,USER-04228,High,,Yes,,Fair,,Male,,Neutral,7.23,,,4.88,Yes,3.57,
,4.85,1.89,61,7.09,tech.csv,,,USER-04229,Low,,No,,Excellent,,Male,,Neutral,5.36,,,10.45,No,7.55,
,4.39,2.41,25,9.85,tech.csv,,,USER-04230,Low,,No,,Good,,Female,,Positive,8.43,,,4.33,No,0.08,
,4.6,2.31,20,12.79,tech.csv,,,USER-04231,High,,No,,Fair,,Other,,Positive,6.08,,,4.21,Yes,4.02,
,0.41,2.46,19,5.75,tech.csv,,,USER-04232,High,,Yes,,Good,,Male,,Neutral,5.32,,,2.26,Yes,6.11,
,2.06,7.55,19,1.21,tech.csv,,,USER-04233,High,,No,,Fair,,Female,,Positive,8.69,,,11.28,Yes,0.35,
,3.77,0.42,46,5.11,tech.csv,,,USER-04234,Medium,,Yes,,Poor,,Female,,Neutral,5.7,,,4.77,No,2.25,
,3.25,5.61,55,14.28,tech.csv,,,USER-04235,High,,No,,Fair,,Female,,Negative,8.2,,,4.87,No,5.36,
,1.19,9.25,60,10.43,tech.csv,,,USER-04236,Medium,,Yes,,Poor,,Other,,Negative,7.12,,,7.08,No,3.98,
,3.74,9.91,60,7.18,tech.csv,,,USER-04237,Medium,,No,,Good,,Female,,Negative,7.59,,,8.15,Yes,2.29,
,4.59,0.45,65,1.66,tech.csv,,,USER-04238,High,,No,,Good,,Other,,Positive,5.05,,,9.2,No,1.85,
,1.95,7.64,24,1.99,tech.csv,,,USER-04239,Medium,,No,,Poor,,Female,,Negative,4.56,,,9.57,No,4.28,
,3.72,4.51,59,3.94,tech.csv,,,USER-04240,Medium,,No,,Fair,,Male,,Negative,6.86,,,6.04,Yes,6.6,
,2.42,2.08,55,3.23,tech.csv,,,USER-04241,Low,,Yes,,Excellent,,Female,,Negative,8.52,,,4.52,Yes,4.75,
,0.64,0.35,21,2.92,tech.csv,,,USER-04242,High,,No,,Fair,,Male,,Neutral,8.09,,,2.67,Yes,4.22,
,0.43,7.02,62,5.94,tech.csv,,,USER-04243,Medium,,Yes,,Excellent,,Female,,Negative,8.74,,,9.98,No,4.69,
,2.43,1.78,35,7.29,tech.csv,,,USER-04244,High,,No,,Excellent,,Male,,Positive,5.38,,,4.73,No,4.04,
,2.33,4.75,32,1.35,tech.csv,,,USER-04245,Medium,,Yes,,Fair,,Female,,Neutral,5.2,,,6.96,Yes,5.69,
,2.43,9.38,43,14.0,tech.csv,,,USER-04246,High,,Yes,,Good,,Female,,Neutral,4.45,,,8.75,No,5.14,
,1.12,7.75,20,11.08,tech.csv,,,USER-04247,Medium,,No,,Poor,,Female,,Neutral,7.31,,,5.81,Yes,0.83,
,3.58,9.68,24,12.47,tech.csv,,,USER-04248,Low,,Yes,,Poor,,Other,,Negative,8.92,,,7.21,Yes,1.38,
,2.46,2.74,58,14.51,tech.csv,,,USER-04249,Low,,Yes,,Poor,,Other,,Positive,6.25,,,2.6,Yes,0.44,
,4.21,2.7,31,7.84,tech.csv,,,USER-04250,Low,,Yes,,Excellent,,Other,,Neutral,6.6,,,5.55,No,3.36,
,4.87,5.78,20,14.91,tech.csv,,,USER-04251,High,,Yes,,Good,,Female,,Positive,7.66,,,6.98,No,6.15,
,4.48,9.14,42,3.01,tech.csv,,,USER-04252,Low,,No,,Poor,,Female,,Positive,7.12,,,9.81,Yes,3.73,
,4.07,1.66,24,4.97,tech.csv,,,USER-04253,High,,Yes,,Fair,,Other,,Neutral,8.77,,,4.14,No,1.7,
,0.36,8.09,62,13.84,tech.csv,,,USER-04254,Low,,Yes,,Fair,,Other,,Negative,5.12,,,3.92,No,0.44,
,4.77,4.87,21,8.63,tech.csv,,,USER-04255,Low,,Yes,,Poor,,Female,,Positive,6.57,,,11.64,No,2.0,
,4.24,1.16,49,12.62,tech.csv,,,USER-04256,Low,,No,,Fair,,Male,,Negative,8.71,,,10.52,Yes,6.82,
,0.29,5.76,47,7.34,tech.csv,,,USER-04257,Medium,,Yes,,Poor,,Other,,Neutral,8.59,,,4.95,Yes,2.68,
,4.63,3.87,30,8.27,tech.csv,,,USER-04258,Medium,,No,,Excellent,,Male,,Negative,6.29,,,5.84,No,7.95,
,0.79,2.24,55,6.62,tech.csv,,,USER-04259,Medium,,No,,Good,,Female,,Positive,8.23,,,11.63,Yes,1.25,
,3.66,1.58,34,8.29,tech.csv,,,USER-04260,High,,No,,Poor,,Male,,Negative,8.75,,,1.8,Yes,4.75,
,1.89,8.67,59,6.49,tech.csv,,,USER-04261,Medium,,No,,Poor,,Other,,Neutral,8.76,,,3.93,No,4.49,
,0.64,4.72,49,6.1,tech.csv,,,USER-04262,High,,No,,Fair,,Female,,Positive,7.46,,,4.81,No,1.12,
,3.54,7.88,25,1.15,tech.csv,,,USER-04263,Low,,No,,Fair,,Female,,Positive,7.2,,,9.73,No,2.09,
,4.89,1.45,48,5.87,tech.csv,,,USER-04264,Medium,,No,,Fair,,Male,,Negative,5.95,,,5.33,No,1.89,
,0.44,0.66,62,11.91,tech.csv,,,USER-04265,Low,,No,,Good,,Male,,Negative,5.26,,,2.02,No,7.44,
,2.18,8.04,30,8.47,tech.csv,,,USER-04266,Low,,Yes,,Excellent,,Female,,Negative,8.19,,,5.42,No,1.96,
,2.32,6.53,24,4.2,tech.csv,,,USER-04267,High,,Yes,,Excellent,,Other,,Neutral,8.27,,,3.8,Yes,7.15,
,1.98,8.87,41,1.42,tech.csv,,,USER-04268,Low,,No,,Poor,,Other,,Negative,5.68,,,3.47,No,5.15,
,3.99,9.58,19,12.36,tech.csv,,,USER-04269,Low,,No,,Good,,Female,,Positive,5.85,,,10.91,Yes,3.06,
,3.03,9.17,32,1.8,tech.csv,,,USER-04270,Low,,Yes,,Fair,,Other,,Neutral,5.12,,,1.8,No,2.42,
,2.91,2.81,58,2.75,tech.csv,,,USER-04271,High,,No,,Good,,Other,,Neutral,6.63,,,7.8,No,1.27,
,2.38,4.59,27,14.15,tech.csv,,,USER-04272,Low,,No,,Good,,Male,,Positive,5.29,,,8.51,No,3.39,
,0.39,5.65,46,14.71,tech.csv,,,USER-04273,Medium,,No,,Fair,,Other,,Positive,5.42,,,6.84,No,6.68,
,4.83,2.32,19,4.18,tech.csv,,,USER-04274,High,,No,,Fair,,Male,,Positive,7.43,,,11.22,No,5.13,
,1.57,3.56,51,6.4,tech.csv,,,USER-04275,Medium,,Yes,,Fair,,Other,,Negative,4.67,,,9.19,No,4.48,
,1.19,4.71,63,12.57,tech.csv,,,USER-04276,Medium,,No,,Excellent,,Male,,Positive,5.98,,,3.89,Yes,4.62,
,2.1,5.58,44,8.33,tech.csv,,,USER-04277,Medium,,Yes,,Fair,,Male,,Positive,8.01,,,3.86,No,0.11,
,3.68,7.8,57,7.88,tech.csv,,,USER-04278,High,,No,,Poor,,Male,,Positive,6.24,,,5.59,Yes,2.34,
,1.25,0.1,27,4.23,tech.csv,,,USER-04279,Low,,Yes,,Fair,,Female,,Negative,8.05,,,9.01,Yes,4.79,
,1.36,9.4,63,9.13,tech.csv,,,USER-04280,Low,,No,,Fair,,Other,,Negative,5.52,,,3.61,Yes,4.6,
,1.84,9.1,27,11.06,tech.csv,,,USER-04281,High,,No,,Poor,,Male,,Neutral,7.71,,,9.64,No,0.99,
,0.27,9.14,42,14.85,tech.csv,,,USER-04282,High,,No,,Good,,Other,,Positive,4.04,,,1.97,Yes,1.38,
,1.11,7.99,44,5.8,tech.csv,,,USER-04283,Low,,Yes,,Good,,Female,,Positive,5.83,,,11.24,No,3.0,
,2.53,6.74,28,4.79,tech.csv,,,USER-04284,High,,No,,Excellent,,Male,,Negative,8.03,,,10.03,Yes,6.57,
,3.21,0.43,53,5.91,tech.csv,,,USER-04285,Medium,,Yes,,Good,,Other,,Negative,4.3,,,9.62,Yes,2.0,
,2.2,6.57,22,10.28,tech.csv,,,USER-04286,Medium,,Yes,,Excellent,,Female,,Negative,5.02,,,5.29,No,0.97,
,4.23,5.79,40,2.39,tech.csv,,,USER-04287,Low,,No,,Poor,,Other,,Neutral,7.16,,,3.24,No,5.98,
,3.59,4.43,26,6.47,tech.csv,,,USER-04288,Low,,No,,Excellent,,Male,,Positive,7.82,,,3.27,Yes,7.73,
,4.24,3.19,33,1.09,tech.csv,,,USER-04289,Low,,No,,Excellent,,Female,,Positive,4.54,,,10.06,No,3.66,
,4.55,5.79,45,11.95,tech.csv,,,USER-04290,High,,No,,Good,,Other,,Neutral,6.11,,,1.76,No,4.48,
,2.35,2.16,50,11.83,tech.csv,,,USER-04291,Medium,,Yes,,Excellent,,Other,,Negative,5.94,,,9.33,Yes,5.96,
,0.31,3.4,32,3.07,tech.csv,,,USER-04292,High,,Yes,,Excellent,,Female,,Negative,5.94,,,3.85,Yes,2.59,
,3.0,7.91,53,14.9,tech.csv,,,USER-04293,High,,No,,Excellent,,Male,,Positive,4.58,,,2.88,Yes,1.5,
,2.77,5.05,37,4.37,tech.csv,,,USER-04294,Medium,,No,,Good,,Female,,Negative,5.74,,,8.92,Yes,1.07,
,0.37,6.74,44,7.74,tech.csv,,,USER-04295,Medium,,No,,Poor,,Female,,Negative,7.58,,,3.17,Yes,6.7,
